주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000307,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1024-2,20,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54481717,126.6622002,2020-07-14
405-2-000308,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1507-1,89,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52470494,126.8561459,2020-07-14
405-2-000309,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1491-2,63,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52448403,126.8566332,2020-07-14
405-2-000310,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 2972-1,214,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.540234,126.8168984,2020-07-14
405-2-000311,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-24,25,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54260141,126.6724627,2020-07-14
405-2-000312,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1024-2,20,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54481717,126.6622002,2020-07-14
405-2-000313,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1507-1,47,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52470494,126.8561459,2020-07-14
405-2-000314,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 1491-2,43,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51905671,126.8833998,2020-07-14
405-2-000315,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1227-15,4,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.516744,126.516913,2020-07-14
405-2-000316,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 774-5,25,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.505208,126.507003,2020-07-14
405-2-000317,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담삼동 995-1,25,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.514911,126.504219,2020-07-14
405-2-000318,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 도남동 87-13,19,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49540366,126.5298805,2020-07-14
405-2-000319,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 도남동 87-7,21,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.496484,126.529634,2020-07-14
405-2-000320,도두동 무료 주차장,공영,노외,,제주특별자치도 제주시 도두일동 1212,271,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49724567,126.4763957,2020-07-14
405-2-000321,외도동 무료 주차장,공영,노외,,제주특별자치도 제주시 외도일동 530-4,71,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48851619,126.4334775,2020-07-14
405-2-000322,노형 제4,공영,노외,,제주특별자치도 제주시 노형동 2580-1,46,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.489095,126.475068,2020-07-14
405-2-000323,성내,공영,노외,,제주특별자치도 제주시 삼도이동 839,41,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.512175,126.520092,2020-07-14
405-2-000324,월랑마을 제1 공한지,공영,노외,,제주특별자치도 제주시 노형동 1289-4,26,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.486694,126.47894,2020-07-14
405-2-000325,월랑마을 제2 공한지,공영,노외,,제주특별자치도 제주시 노형동 1280-4,16,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.487001,126.478743,2020-07-14
405-2-000326,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1029-22,7,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.509966,126.531415,2020-07-14
405-2-000327,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1029-32,6,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.510325,126.5307899,2020-07-14
405-2-000328,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 941-7,11,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.478265,126.552891,2020-07-14
405-2-000329,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 659-3,21,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.517664,126.540213,2020-07-14
405-2-000330,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 499-3,18,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.503305,126.51504,2020-07-14
405-2-000331,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1158-23,18,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.515298,126.518711,2020-07-14
405-2-000332,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1188,10,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.515466,126.5313994,2020-07-14
405-2-000333,이호동 무료 주차장,공영,노외,,제주특별자치도 제주시 이호이동 796-2,15,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49422407,126.460708,2020-07-14
405-2-000334,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 행원리 1573-32,15,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.555303,126.80008,2020-07-14
405-2-000335,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 금성리 599-4,14,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4449,126.300444,2020-07-14
405-2-000336,한경면 무료 주차장,공영,노외,,제주특별자치도 제주시 한경면 판포리 2863,20,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.364599,126.200386,2020-07-14
405-2-000337,조천읍 무료 주차장,공영,노외,,제주측별자치도 제주시 조천읍 신흥리 530-8,77,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.548269,126.650334,2020-07-14
405-2-000338,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 고내리 834-4,10,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.463215,126.334189,2020-07-14
405-2-000339,신성로 10길 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 87-8,171,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.49584978,126.5296119,2020-07-14
